Date,KO_Close,KO_Log_Return,SPY_Close,SPY_Log_Return,Excess_Return,Sugar_Price,Sugar_Log_Return,Sugar_Import,Seasonal_Pattern
2007-11-01,18.559837341308594,0.07199215747421617,154.65,0.01347545046899512,0.05851670700522105,9.896,-0.009932582650654886,189988.0,-12837.518295749385
2007-12-01,18.763303756713867,0.010903071126265651,148.66,-0.039502679833931076,0.05040575096019673,10.44631579,0.05411872517730121,176532.0,-3082.9565352182467
2008-01-01,18.542739868164062,-0.01182470383432399,146.21,-0.01661787486780142,0.004793171033477428,11.65952381,0.10987398019825667,135461.16,-6537.092304449019
2008-02-01,17.826644897460938,-0.03938408826822437,137.37,-0.062365929092232264,0.022981840824007893,13.6075,0.15449777086047334,184278.69,-1479.7769839362045
2008-03-01,17.663497924804688,-0.009193996355567169,133.82,-0.02618240198244326,0.01698840562687609,12.8765,-0.05521716670821286,155495.0,3860.127278884307
2008-04-01,18.50994300842285,0.04680780156949105,131.97,-0.013920989325932887,0.060728790895423934,12.52272727,-0.027858769601137645,266711.0,-2502.030855273208
2008-05-01,17.901758193969727,-0.03340911646924338,138.26,0.04656134648838073,-0.07997046295762411,10.9347619,-0.135598295244995,222761.0,-262.7827302732078
2008-06-01,17.41218376159668,-0.027728753782706228,140.35,0.015003332290772775,-0.042732086073479,12.0652381,0.09838155388039027,187880.5,12557.760097107748
2008-07-01,15.910807609558105,-0.09017157517710439,127.98,-0.09226530109657727,0.0020937259194728775,13.20772727,0.09047362390319114,170441.5,-760.9220159874818
2008-08-01,15.763895034790039,-0.009276401418608415,126.83,-0.009026394631976409,-0.0002500067866320066,13.68142857,0.035237276818343766,290318.0,19762.25834115538
2008-10-01,16.301427841186523,0.022524025576901696,115.99,-0.10467919041079377,0.12720321598769546,11.70217391,-0.18074421726183498,366524.0,8164.1402756791795
2008-11-01,13.58245849609375,-0.18247355784596841,96.83,-0.1805471168703452,-0.0019264409756232226,11.82842105,0.010730570273097761,251434.0,-16881.20627193986
2008-12-01,14.571557998657227,0.07029240270119486,90.09,-0.07214769296009127,0.14244009566128613,11.32,-0.04393412631579974,230678.0,-12837.518295749385
2009-01-01,14.07413387298584,-0.034732910873178646,90.24,0.001663617086400393,-0.03639652795957904,12.244,0.07846494830812922,219996.0,-3082.9565352182467
2009-02-01,13.281352043151855,-0.05797768623286714,82.83,-0.08568247313957666,0.027704786906709522,13.31210526,0.08363777011586793,141597.0,-6537.092304449019
2009-03-01,12.699981689453125,-0.04476039765609352,73.93,-0.11367161504116385,0.06891121738507033,12.92818182,-0.02926422547216223,266800.0,-1479.7769839362045
2009-04-01,13.808319091796875,0.08367069158323748,79.52,0.0728898627793102,0.010780828803927278,13.46952381,0.04102007217741255,308008.0,3860.127278884307
2009-05-01,13.525562286376953,-0.020689845548904184,87.42,0.0947155270868496,-0.11540537263575379,15.466,0.1382144282825597,292690.0,-2502.030855273208
2009-06-01,15.445212364196777,0.13271767825872116,92.53,0.05680882682577071,0.07590885143295045,16.57590909,0.06930631543986099,186936.0,-262.7827302732078
2009-07-01,15.206411361694336,-0.015581936950176178,91.95,-0.006287965210608704,-0.009293971739567475,17.80454545,0.07150340543146738,274877.0,12557.760097107748
2009-08-01,15.79260540008545,0.03782467879695739,98.81,0.07195386315654151,-0.03412918435958412,21.72,0.1987797080075624,150745.0,-760.9220159874818
2009-10-01,17.154773712158203,0.10443684913791529,105.59,0.030091191307366927,0.07434565783054836,23.16090909,-0.012465508341070297,281969.0,19762.25834115538
2009-11-01,17.030181884765625,-0.007289310568866281,103.56,-0.019412514935086556,0.012123204366220275,22.769,-0.017065942849077587,192932.0,8164.1402756791795
2009-12-01,18.4027042388916,0.07751044844704591,109.94,0.05978360754917755,0.017726840897868357,24.90272727,0.08957736471244315,160451.0,-16881.20627193986
2010-01-01,18.338363647460938,-0.00350238362152,111.44,0.013551567039035817,-0.017053950660555817,21.90526316,-0.12825039149926942,181441.0,-12837.518295749385
2010-02-01,17.4536190032959,-0.049448219814883565,107.39,-0.03701926160142488,-0.012428958213458685,21.97894737,0.0033581225846264218,126029.0,-3082.9565352182467
2010-03-01,16.961374282836914,-0.02860836197596983,110.74,0.030718043524696093,-0.059326405500665924,18.14782609,-0.1915342785921723,211765.0,-6537.092304449019
2010-04-01,17.839736938476562,0.05048972353347114,117.0,0.05498882340293498,-0.004499099869463841,16.88571429,-0.07208282271116362,221506.0,-1479.7769839362045
2010-05-01,17.336978912353516,-0.028586651776732808,118.81,0.015351643672439685,-0.04393829544917249,15.105,-0.11144214133185626,200096.0,3860.127278884307
2010-06-01,16.672042846679688,-0.03910849411928119,109.37,-0.08278894912306178,0.043680455003780594,16.3,0.0761392929740814,205534.0,-2502.030855273208
2010-07-01,16.394397735595703,-0.01679356056303538,103.22,-0.05787399662655268,0.0410804360635173,17.69,0.08183440035897727,285537.0,-262.7827302732078
2010-08-01,18.026639938354492,0.0949109853728678,110.27,0.06606927105000526,0.028841714322862533,18.60363636,0.05035755666500252,419480.0,12557.760097107748
2010-10-01,19.287073135375977,0.053708975615031296,114.13,0.08042976817300307,-0.026720792557971773,26.94380952,0.17273210955200868,266952.21,-760.9220159874818
2010-11-01,20.20989990234375,0.04673749275331307,118.49,0.037490419263139785,0.009247073490173285,26.42047619,-0.019614245780169792,258535.53,19762.25834115538
2010-12-01,20.963504791259766,0.036610480272047496,118.49,0.0,0.036610480272047496,28.04090909,0.05952516004753372,179427.62,8164.1402756791795
2011-01-01,21.826335906982422,0.04033425099662091,125.75,0.059467240151199974,-0.01913298915457906,29.73684211,0.058722269314436026,157772.37,-16881.20627193986
2011-02-01,20.85730743408203,-0.045412946497276785,128.68,0.023032893390976916,-0.0684458398882537,29.30631579,-0.01458370337242565,272528.59,-12837.518295749385
2011-03-01,21.212398529052734,0.01688148370689513,133.15,0.034147609889116026,-0.017266126182220898,25.9,-0.1235600800613752,344606.73,-3082.9565352182467
2011-04-01,22.175121307373047,0.04438515163323453,132.59,-0.004214652133313734,0.048599803766548266,23.903,-0.08023899463282902,252891.34,-6537.092304449019
2011-05-01,22.54949951171875,0.016741872462923357,136.43,0.02855000244815553,-0.011808129985232174,21.84095238,-0.09021721700386509,426397.42,-1479.7769839362045
2011-06-01,22.332223892211914,-0.009682218079294369,134.9,-0.011277899361073374,0.0015956812817790045,24.92454545,0.1320663219026832,285370.04,3860.127278884307
2011-07-01,22.655513763427734,0.014372602547074731,131.97,-0.021959139184971832,0.03633174173204656,29.471,0.16755365001544753,229548.5,-2502.030855273208
2011-08-01,22.897932052612305,0.010643347535331582,129.33,-0.020207346601584852,0.030850694136916434,28.87434783,-0.020453146374063813,260138.58,-262.7827302732078
2011-10-01,22.901565551757812,-0.03509003320635484,113.15,-0.07710832738722306,0.04201829418086822,26.29857143,-0.012845599776837968,395158.0,12557.760097107748
2011-11-01,23.15918731689453,0.01118628921600795,125.5,0.10359138649229216,-0.09240509727628421,24.51761905,-0.07012261546962373,168119.0,-760.9220159874818
2011-12-01,22.95525360107422,-0.00884473675604136,124.99,-0.004072024469708779,-0.004772712286332581,23.4152381,-0.04600499270876979,280354.0,19762.25834115538
2012-01-01,23.89080238342285,0.03994672196583515,125.5,0.004072024469708779,0.03587469749612637,24.0205,0.02552062114278053,221423.0,8164.1402756791795
2012-02-01,23.057695388793945,-0.035493977282980094,131.32,0.04533133406155265,-0.08082531134453275,23.416,-0.025488083032280784,220808.0,-16881.20627193986
2012-03-01,23.853246688842773,0.03392076750895967,137.02,0.04248980794136159,-0.00856904043240192,23.78818182,0.01576934577514022,264495.0,-12837.518295749385
2012-04-01,25.455310821533203,0.0650040603268538,140.81,0.02728456335446694,0.03771949697238686,22.477,-0.05669633100203475,291831.0,-3082.9565352182467
2012-05-01,26.249818801879883,0.030734688320629644,139.87,-0.00669804413800712,0.037432732458636764,20.26545455,-0.10357487403542942,309662.0,-6537.092304449019
2012-06-01,25.702943801879883,-0.021053556066634282,131.47,-0.06193473108270009,0.04088117501606581,20.09809524,-0.008292643731743876,323346.0,-1479.7769839362045
2012-07-01,27.076623916625977,0.05206523938017904,136.1,0.03461122094890712,0.017454018431271923,22.75714286,0.12425402159072174,226590.0,3860.127278884307
2012-08-01,27.980445861816406,0.03283513458700549,137.71,0.01176011508161423,0.021075019505391257,20.56130435,-0.10146818826371895,238960.0,-2502.030855273208
2012-10-01,26.448326110839844,0.02084615996049699,143.97,0.019710945731194585,0.001135214229302406,20.38869565,0.008985394047219764,165436.0,-262.7827302732078
2012-11-01,25.925363540649414,-0.01997109446703771,141.35,-0.018365860398664502,-0.001605234068373207,19.31333333,-0.054184908956314004,249903.02,12557.760097107748
2012-12-01,26.62276268005371,0.026544812902421278,142.15,0.005643753957409459,0.02090105894501182,19.202,-0.005781263225070443,245477.52,-760.9220159874818
2013-01-01,25.45030975341797,-0.04503867572255382,142.41,0.0018273831343273983,-0.04686605885688122,18.84571429,-0.01872891085199102,169781.98,19762.25834115538
2013-02-01,26.14536476135254,0.026944005039106322,149.7,0.04992307019424658,-0.022979065155140255,18.20789474,-0.03443025247162579,247854.06,8164.1402756791795
2013-03-01,27.184432983398438,0.03897257366011164,151.61,0.012678142667907899,0.026294430992203743,18.339,0.007174662762882811,184847.04,-16881.20627193986
2013-04-01,28.5975284576416,0.050675803847251455,156.67,0.03283024831190495,0.017845555535346502,17.66227273,-0.03759905916121831,230942.23,-12837.518295749385
2013-05-01,29.934072494506836,0.045677083388954376,159.68,0.01903013015775823,0.026646953231196147,17.42636364,-0.01344666929311078,316924.65,-3082.9565352182467
2013-06-01,28.279306411743164,-0.056867064939614576,163.45,0.023335320607065668,-0.08020238554668024,16.956,-0.027362457769978032,260640.48,-6537.092304449019
2013-07-01,28.56021499633789,0.009884350350073845,160.42,-0.018711757231440806,0.02859610758151465,17.09636364,0.008244034772867614,220408.86,-1479.7769839362045
2013-08-01,28.538854598999023,-0.0007481872642296494,168.71,0.05038588867910487,-0.05113407594333452,17.24409091,0.008603740586392128,378515.58,3860.127278884307
2013-10-01,27.16851806640625,-0.000641883096152096,168.01,0.026293500494121602,-0.026935383590273698,18.8126087,0.06554945535699908,275015.2,-2502.030855273208
2013-11-01,28.380617141723633,0.04364753821139855,175.79,0.04526659937048905,-0.0016190611590904957,17.7485,-0.05822631525724109,309717.7,-262.7827302732078
2013-12-01,29.027240753173828,0.022528308250848728,181.0,0.029206930454026114,-0.006678622203177387,16.5447619,-0.07023145509292616,169432.06,12557.760097107748
2014-01-01,29.836156845092773,0.027486249584083744,184.69,0.020181712621994308,0.007304536962089436,15.70761905,-0.05192366576716134,249085.48,-760.9220159874818
